Creation,paper_id,models,link,Title,Year,Abstract,blank
YOUTUBEDNN,168,YOUTUBEDNN,https://dl.acm.org/doi/pdf/10.1145/2959100.2959190?utm_campaign=Weekly%20dose%20of%20Machine%20Learning&utm_medium=email&utm_source=Revue%20newsletter,Deep neural networks for youtube recommendations,2016,"YouTube represents one of the largest scale and most sophisticated industrial recommendation systems in existence. In this paper, we describe the system at a high level and focus on the dramatic performance improvements brought by deep learning. The paper is split according to the classic two-stage information retrieval dichotomy: first, we detail a deep candidate generation model and then describe a separate deep ranking model. We also provide practical lessons and insights derived from designing, iterating and maintaining a massive recommendation system with enormous userfacing impact.",1
M3R,169,,,,,,0
GRAPHSAGE,170,,,,,,0
GCN,171,,,,,,0
GAT,172,,,,,,0
JKNET,173,,,,,,0
APPNP,174,,,,,,0
TRANSCF,175,,,,,,0
LRML,176,,,,,,0
SML,177,,,,,,0
HAE,178,,,,,,0
HVAE,179,,,,,,0
HGCF,180,,,,,,0
DUIF,181,,,,,,0
DROPOUTNET,182,,,,,,0
HEATER,183,,,,,,0
SRIEM,184,,,,,,0
MMGCN,185,,,,,,0
GRCN,186,,,,,,0
DAM,187,,,,,,0
RANDOM,188,,,,,,0
SBPR,189,,,,,,0
IFBPR,190,,,,,,0
DIFFNET,191,BPR;SVD;FM;TRUSTSVD;CONTEXTMF;GCMC;PINSAGE;DIFFNET,https://arxiv.org/pdf/1904.10322.pdf,A Neural Influence Diffusion Model for Social Recommendation,2019,"Precise user and item embedding learning is the key to building a successful recommender system. Traditionally, Collaborative Filtering (CF) provides a way to learn user and item embeddings from the user-item interaction history. However, the performance is limited due to the sparseness of user behavior data. With the emergence of online social networks, social recommender systems have been proposed to utilize each user's local neighbors' preferences to alleviate the data sparsity for better user embedding modeling. We argue that, for each user of a social platform, her potential embedding is influenced by her trusted users, with these trusted users are influenced by the trusted users' social connections. As social influence recursively propagates and diffuses in the social network, each user's interests change in the recursive process. Nevertheless, the current social recommendation models simply developed static models by leveraging the local neighbors of each user without simulating the recursive diffusion in the global social network, leading to suboptimal recommendation performance. In this paper, we propose a deep influence propagation model to stimulate how users are influenced by the recursive social diffusion process for social recommendation. For each user, the diffusion process starts with an initial embedding that fuses the related features and a free user latent vector that captures the latent behavior preference. The key idea of our proposed model is that we design a layer-wise influence propagation structure to model how users' latent embeddings evolve as the social diffusion process continues. We further show that our proposed model is general and could be applied when the user~(item) attributes or the social network structure is not available. Finally, extensive experimental results on two real-world datasets clearly show the effectiveness of our proposed model, with more than 13% performance improvements over the best baselines for top-10 recommendation on the two datasets.",1
CMF,192,,,,,,0
EMCDR,193,,,,,,0
DFM,194,,,,,,0
DICE,195,,,,,,0
GRAPHREC,196,PMF;SOREC;SOREG;SOCIALMF;TRUSTMF;NEUMF;DEEPSOR;GCMCSN;GRAPHREC,https://arxiv.org/pdf/1902.07243.pdf,Graph Neural Networks for Social Recommendation,2019,"In recent years, Graph Neural Networks (GNNs), which can naturally integrate node information and topological structure, have been demonstrated to be powerful in learning on graph data. These advantages of GNNs provide great potential to advance social recommendation since data in social recommender systems can be represented as user-user social graph and user-item graph; and learning latent factors of users and items is the key. However, building social recommender systems based on GNNs faces challenges. For example, the user-item graph encodes both interactions and their associated opinions; social relations have heterogeneous strengths; users involve in two graphs (e.g., the user-user social graph and the user-item graph). To address the three aforementioned challenges simultaneously, in this paper, we present a novel graph neural network framework (GraphRec) for social recommendations. In particular, we provide a principled approach to jointly capture interactions and opinions in the user-item graph and propose the framework GraphRec, which coherently models two graphs and heterogeneous strengths. Extensive experiments on two real-world datasets demonstrate the effectiveness of the proposed framework GraphRec.",1
DHCF,197,,,,,,0
MHCN,198,,,,,,0
MCBPR,199,,,,,,0
RGCN,200,,,,,,0
PMF,201,,,,,,0
SOCIALMF,202,,,,,,0
AGREE,203,,,,,,0
MOSAN,204,,,,,,0
SIGR,205,,,,,,0
GROUPIM,206,,,,,,0
LRGCCF,207,,,,,,0
GIN,208,,,,,,0
PIT,209,,,,,,0
COM,210,,,,,,0
ENMF,211,,,,,,0
DEEPWALK,212,DEEPWALK,https://arxiv.org/pdf/1403.6652.pdf%C3%AF%C2%BC%E2%80%BA,Deepwalk: Online learning of social representations,2014,"We present DeepWalk, a novel approach for learning latent representations of vertices in a network. These latent representations encode social relations in a continuous vector space, which is easily exploited by statistical models. DeepWalk generalizes recent advancements in language modeling and unsupervised feature learning (or deep learning) from sequences of words to graphs. DeepWalk uses local information obtained from truncated random walks to learn latent representations by treating walks as the equivalent of sentences. We demonstrate DeepWalk’s latent representations on several multi-label network classification tasks for social networks such as BlogCatalog, Flickr, and YouTube. Our results show that DeepWalk outperforms challenging baselines which are allowed a global view of the network, especially in the presence of missing information. DeepWalk’s representations can provide F1 scores up to 10% higher than competing methods when labeled data is sparse. In some experiments, DeepWalk’s representations are able to outperform all baseline methods while using 60% less training data. DeepWalk is also scalable. It is an online learning algorithm which builds useful incremental results, and is trivially parallelizable. These qualities make it suitable for a broad class of real world applications such as network classification, and anomaly detection.",1
LINE,213,,,,,,0
NODE2VEC,214,,,,,,0
ULTRAGCN,215,,,,,,0
HAM,216,,,,,,0
IGMC,217,,,,,,0
APGNN,218,,,,,,0
RNS,219,,,,,,0
IRGAN,220,,,,,,0
NADE,221,,,,,,0
MBGMN,222,,,,,,0
AOBPR,223,,,,,,0
CLIMF,224,,,,,,0
CVAE,225,,,,,,0
DISENGNN,226,,,,,,0
DSSM,227,,,,,,0
CBPR,228,,,,,,0
AMR,229,,,,,,0
HYPERML,230,HYPERML,https://arxiv.org/pdf/1809.01703.pdf,Hyperml: A boosting metric learning approach in hyperbolic space for recommender systems,2020,"This paper investigates the notion of learning user and item representations in non-Euclidean space. Specifically, we study the connection between metric learning in hyperbolic space and collaborative filtering by exploring Möbius gyrovector spaces where the formalism of the spaces could be utilized to generalize the most common Euclidean vector operations. Overall, this work aims to bridge the gap between Euclidean and hyperbolic geometry in recommender systems through metric learning approach. We propose HyperML (Hyperbolic Metric Learning), a conceptually simple but highly effective model for boosting the performance. Via a series of extensive experiments, we show that our proposed HyperML not only outperforms their Euclidean counterparts, but also achieves state-of-the-art performance on multiple benchmark datasets, demonstrating the effectiveness of personalized recommendation in hyperbolic geometry",1
SOCIALGCN,231,,,,,,0
EHCF,232,,,,,,0
GCCF,233,,,,,,0
RRN,234,,,,,,0
ANAM,235,,,,,,0
AMF,236,,,,,,0
MMR,237,,,,,,0
STRNN,238,,,,,,0
STGN,239,,,,,,0
BMF,240,,,,,,0
DEEPICF,241,,,,,,0
SOREC,242,,,,,,0
GATNE,243,,,,,,0
IMC,244,,,,,,0
RNN,245,,,,,,0
BILSTM,246,,,,,,0
GRU,247,,,,,,0
SERM,248,,,,,,0
DRCF,249,,,,,,0
DEEPMOVE,250,,,,,,0
TIMELSTM,251,,,,,,0
JODIE,252,JODIE,https://arxiv.org/pdf/1812.02289.pdf,Learning dynamic embeddings from temporal interactions,2018,"Modeling a sequence of interactions between users and items (e.g., products, posts, or courses) is crucial in domains such as e-commerce, social networking, and education to predict future interactions. Representation learning presents an attractive solution to model the dynamic evolution of user and item properties, where each user/item can be embedded in a euclidean space and its evolution can be modeled by dynamic changes in embedding. However, existing embedding methods either generate static embeddings, treat users and items independently, or are not scalable. Here we present JODIE, a coupled recurrent model to jointly learn the dynamic embeddings of users and items from a sequence of user-item interactions. JODIE has three components. First, the update component updates the user and item embedding from each interaction using their previous embeddings with the two mutually-recursive Recurrent Neural Networks. Second, a novel projection component is trained to forecast the embedding of users at any future time. Finally, the prediction component directly predicts the embedding of the item in a future interaction. For models that learn from a sequence of interactions, traditional training data batching cannot be done due to complex user-user dependencies. Therefore, we present a novel batching algorithm called t-Batch that generates time-consistent batches of training data that can run in parallel, giving massive speed-up. We conduct six experiments on two prediction tasks---future interaction prediction and state change prediction---using four real-world datasets. We show that JODIE outperforms six state-of-the-art algorithms in these tasks by up to 22.4%. Moreover, we show that JODIE is highly scalable and up to 9.2x faster than comparable models. As an additional experiment, we illustrate that JODIE can predict student drop-out from courses five interactions in advance.",1
UBCF,253,,,,,,0
IBCF,254,,,,,,0
HEREC,255,,,,,,0
SPMF,256,,,,,,0
NEUACF,257,,,,,,0
LGCN,258,,,,,,0
CAR,259,,,,,,0
NIAGCN,260,,,,,,0
NGAT4REC,261,,,,,,0
DEEPCOEVOLVE,262,,,,,,0
CTDNE,263,,,,,,0
LIGTHGCN,264,,,,,,0
BUIR,265,,,,,,0
CAUSE,266,,,,,,0
LGREC,267,,,,,,0
GCC,268,,,,,,0
GRAPHBERT,269,,,,,,0
CDL,270,,,,,,0
STAR,271,,,,,,0
DSAN,272,,,,,,0
SGCN,273,,,,,,0
DUOREC,274,,,,,,0
LCFN,275,,,,,,0
GFCF,276,,,,,,0
VUIKNN,277,,,,,,0
HGRU4REC,278,,,,,,0
PSJNET,279,,,,,,0
DAGCN,280,,,,,,0
SKNN,281,,,,,,0
COSAN,282,,,,,,0
SCF,283,,,,,,0
CTR,284,,,,,,0
DEEPMF,285,,,,,,0
SAMN,286,,,,,,0
MARKOV,287,,,,,,0
SVAE,288,POP;BPR;RVAE;FPMC;CASER;MVAE;SVAE,https://arxiv.org/pdf/1811.09975.pdf,Sequential Variational Autoencoders for Collaborative Filtering,2018,"Variational autoencoders were proven successful in domains such as computer vision and speech processing. Their adoption for modeling user preferences is still unexplored, although recently it is starting to gain attention in the current literature. In this work, we propose a model which extends variational autoencoders by exploiting the rich information present in the past preference history. We introduce a recurrent version of the VAE, where instead of passing a subset of the whole history regardless of temporal dependencies, we rather pass the consumption sequence subset through a recurrent neural network. At each time-step of the RNN, the sequence is fed through a series of fully-connected layers, the output of which models the probability distribution of the most likely future preferences. We show that handling temporal information is crucial for improving the accuracy of the VAE: In fact, our model beats the current state-of-the-art by valuable margins because of its ability to capture temporal dependencies among the user-consumption sequence using the recurrent encoder still keeping the fundamentals of variational autoencoders intact.",1
ACVAE,289,POP;FPMC;CASER;GRU4REC;BERT4REC;CGAN;MULTVAE;SVAE;ACVAE,https://arxiv.org/pdf/2103.10693,Adversarial and Contrastive Variational Autoencoder for Sequential Recommendation,2021,"Sequential recommendation as an emerging topic has attracted increasing attention due to its important practical significance. Models based on deep learning and attention mechanism have achieved good performance in sequential recommendation. Recently, the generative models based on Variational Autoencoder (VAE) have shown the unique advantage in collaborative filtering. In particular, the sequential VAE model as a recurrent version of VAE can effectively capture temporal dependencies among items in user sequence and perform sequential recommendation. However, VAE-based models suffer from a common limitation that the representational ability of the obtained approximate posterior distribution is limited, resulting in lower quality of generated samples. This is especially true for generating sequences. To solve the above problem, in this work, we propose a novel method called Adversarial and Contrastive Variational Autoencoder (ACVAE) for sequential recommendation. Specifically, we first introduce the adversarial training for sequence generation under the Adversarial Variational Bayes (AVB) framework, which enables our model to generate high-quality latent variables. Then, we employ the contrastive loss. The latent variables will be able to learn more personalized and salient characteristics by minimizing the contrastive loss. Besides, when encoding the sequence, we apply a recurrent and convolutional structure to capture global and local relationships in the sequence. Finally, we conduct extensive experiments on four real-world datasets. The experimental results show that our proposed ACVAE model outperforms other state-of-the-art methods.",1
GACOFOREC,290,BPRMF;GRU4REC;ITEMKNN;SRGNN;NARM;GACOFOREC,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8807147,GACOforRec: Session-Based Graph Convolutional Neural Networks Recommendation Model,2019,"The biggest challenge to recommendation systems based on user preferences is how to improve the ability of the recommendation system to mine and analyse user preferences and behaviours. In this process, we must not only consider the continuation of the user's long-term preference but also improve the system's ability to accommodate short-term preferences and discrete preferences. To this end, we focus on the performance of time factors of user preferences. However, the issue we are concerned about has not received much attention in the existing research. We propose a new recommendation model based on the perspective of user sessions, namely GACOforRec. This model can handle long-term and stable preferences at the same time and preserve the hierarchy of potential preferences. We conducted a large number of comparative experiments on two real datasets, and the results show that GACOforRec is significantly better than other state-of-the-art methods in the study of user sessions.",1
TRUSTMF,291,,,,,,0
DSIN,292,,,,,,0
MELU,293,,,,,,0
HYPERREC,294,POPREC;TRANSREC;HPMN;TCN;GRU4REC;BERT4REC;HGN;SASREC;HYPERREC,https://dl.acm.org/doi/pdf/10.1145/3397271.3401133,Next-item Recommendation with Sequential Hypergraphs,2020,"There is an increasing attention on next-item recommendation systems to infer the dynamic user preferences with sequential user interactions. While the semantics of an item can change over time and across users, the item correlations defined by user interactions in the short term can be distilled to capture such change, and help in uncovering the dynamic user preferences. Thus, we are motivated to develop a novel next-item recommendation framework empowered by sequential hypergraphs. Specifically, the framework: (i) adopts hypergraph to represent the short-term item correlations and applies multiple convolutional layers to capture multi-order connections in the hypergraph; (ii) models the connections between different time periods with a residual gating layer; and (iii) is equipped with a fusion layer to incorporate both the dynamic item embedding and short-term user intent to the representation of each interaction before feeding it into the self-attention layer for dynamic user modeling. Through experiments on datasets from the ecommerce sites Amazon and Etsy and the information sharing platform Goodreads, the proposed model can significantly outperform the state-of-the-art in predicting the next interesting item for each user.",1
SOREG,295,,,,,,0
METAPATH2VEC,296,,,,,,0
ACF,297,,,,,,0
DREAM,298,,,,,,0
RUM,299,,,,,,0
STELLAR,300,,,,,,0
CARA,301,,,,,,0
NASR,302,,,,,,0
HRL,303,,,,,,0
MVAE,304,,,,,,0
GREC,305,,,,,,0
PINET,306,,,,,,0
USERCF,307,,,,,,0
BIASEDMF,308,,,,,,0
VSKNN,309,,,,,,0
LSTM4REC,310,,,,,,0
HCRNN,311,,,,,,0
PROD2VEC,312,,,,,,0
ATTENTIONGRU,313,,,,,,0
TIMESVD,314,,,,,,0
PRNN,315,,,,,,0
BINN,316,PPOP;BPRMF;ITEMKNN;GRU4REC;HRNN;BINN,https://arxiv.org/pdf/1808.01075,Learning from History and Present: Next-item Recommendation via Discriminatively Exploiting User Behaviors,2018.0,"In the modern e-commerce, the behaviors of customers contain rich information, e.g., consumption habits, the dynamics of preferences. Recently, session-based recommendationsare becoming popular to explore the temporal characteristics of customers' interactive behaviors. However, existing works mainly exploit the short-term behaviors without fully taking the customers' long-term stable preferences and evolutions into account. In this paper, we propose a novel Behavior-Intensive Neural Network (BINN) for next-item recommendation by incorporating both users' historical stable preferences and present consumption motivations. Specifically, BINN contains two main components, i.e., Neural Item Embedding, and Discriminative Behaviors Learning. Firstly, a novel item embedding method based on user interactions is developed for obtaining an unified representation for each item. Then, with the embedded items and the interactive behaviors over item sequences, BINN discriminatively learns the historical preferences and present motivations of the target users. Thus, BINN could better perform recommendations of the next items for the target users. Finally, for evaluating the performances of BINN, we conduct extensive experiments on two real-world datasets, i.e., Tianchi and JD. The experimental results clearly demonstrate the effectiveness of BINN compared with several state-of-the-art methods.",1
SSKNN,317,,,,,,0
CT,318,,,,,,0
ALS,319,,,,,,0
BPRFM,320,,,,,,0
ITEM2VEC,321,,,,,,0
PDGAN,322,MFBPR;IRGAN;MMR;DPP;PDGAN,https://www.ijcai.org/proceedings/2019/0537.pdf,PD-GAN: Adversarial Learning for Personalized Diversity-Promoting Recommendation,2019.0,"This paper proposes Personalized Diversitypromoting GAN (PD-GAN), a novel recommendation model to generate diverse, yet relevant recommendations. Specifically, for each user, a generator recommends a set of diverse and relevant items by sequentially sampling from a personalized Determinantal Point Process (DPP) kernel matrix. This kernel matrix is constructed by two learnable components: the general co-occurrence of diverse items and the user’s personal preference to items. To learn the first component, we propose a novel pairwise learning paradigm using training pairs, and each training pair consists of a set of diverse items and a set of similar items randomly sampled from the observed data of all users. The second component is learnt through adversarial training against a discriminator which strives to distinguish between recommended items and the ground-truth sets randomly sampled from the observed data of the target user. Experimental results show that PD-GAN is superior to generate recommendations that are both diverse and relevant.",1
TMCA,323,LSTM;STRNN;STLSTM;CARA;TMCA,https://drive.google.com/file/d/1cE12BkOY9ggsSgOnXNDAmCaD58PJ5rmC/view,Next Point-of-Interest Recommendation on Resource-Constrained Mobile Devices,2020.0,"In the modern tourism industry, next point-of-interest (POI) recommendation is an important mobile service as it effectively aids hesitating travelers to decide the next POI to visit. Currently, most next POI recommender systems are built upon a cloud-based paradigm, where the recommendation models are trained and deployed on the powerful cloud servers. When a recommendation request is made by a user via mobile devices, the current contextual information will be uploaded to the cloud servers to help the well-trained models generate personalized recommendation results. However, in reality, this paradigm heavily relies on high-quality network connectivity, and is subject to high energy footprint in the operation and increasing privacy concerns among the public. To bypass these defects, we propose a novel Light Location Recommender System (LLRec) to perform next POI recommendation locally on resource-constrained mobile devices. To make LLRec fully compatible with the limited computing resources and memory space, we leverage FastGRNN, a lightweight but effective gated Recurrent Neural Network (RNN) as its main building block, and significantly compress the model size by adopting the tensor-train composition in the embedding layer. As a compact model, LLRec maintains its robustness via an innovative teacher-student training framework, where a powerful teacher model is trained on the cloud to learn essential knowledge from available contextual data, and the simplified student model LLRec is trained under the guidance of the teacher model. The final LLRec is downloaded and deployed on users’ mobile devices to generate accurate recommendations solely utilizing users’ local data. As a result, LLRec significantly reduces the dependency on cloud servers, thus allowing for next POI recommendation in a stable, cost-effective and secure way. Extensive experiments on two large-scale recommendation datasets further demonstrate the superiority of our proposed solution.",1
RIPLLENET,324,,,,,,0
DGREC,325,BPRMF;ITEMKNN;SOREG;SBPR;TRANSIV;RNNSESSION;NARM;DGREC,https://arxiv.org/pdf/1902.09362.pdf,Session-based Social Recommendation via Dynamic Graph Attention Networks,2019.0,"Online communities such as Facebook and Twitter are enormously popular and have become an essential part of the daily life of many of their users. Through these platforms, users can discover and create information that others will then consume. In that context, recommending relevant information to users becomes critical for viability. However, recommendation in online communities is a challenging problem: 1) users' interests are dynamic, and 2) users are influenced by their friends. Moreover, the influencers may be context-dependent. That is, different friends may be relied upon for different topics. Modeling both signals is therefore essential for recommendations. We propose a recommender system for online communities based on a dynamic-graph-attention neural network. We model dynamic user behaviors with a recurrent neural network, and context-dependent social influence with a graph-attention neural network, which dynamically infers the influencers based on users' current interests. The whole model can be efficiently fit on large-scale data. Experimental results on several real-world data sets demonstrate the effectiveness of our proposed approach over several competitive baselines including state-of-the-art models.",1
DMAN,326,,,,,,0
LLORMA,327,,,,,,0
DEEPSOR,328,,,,,,0
EFM,329,,,,,,0
TRUSTSVD,330,,,,,,0
DHCN,331,,,,,,0
SMF,332,,,,,,0
SDM,333,,,,,,0
MKMSR,334,,,,,,0
CB,335,,,,,,0
UBR4CTR,336,GRU4REC;CASER;SASREC;HPMN;MIMN;DIN;DIEN;UBR4CTR,https://arxiv.org/pdf/2005.14171,User Behavior Retrieval for Click-Through Rate Prediction,2020.0,"Click-through rate (CTR) prediction plays a key role in modern online personalization services. In practice, it is necessary to capture user's drifting interests by modeling sequential user behaviors to build an accurate CTR prediction model. However, as the users accumulate more and more behavioral data on the platforms, it becomes non-trivial for the sequential models to make use of the whole behavior history of each user. First, directly feeding the long behavior sequence will make online inference time and system load infeasible. Second, there is much noise in such long histories to fail the sequential model learning. The current industrial solutions mainly truncate the sequences and just feed recent behaviors to the prediction model, which leads to a problem that sequential patterns such as periodicity or long-term dependency are not embedded in the recent several behaviors but in far back history. To tackle these issues, in this paper we consider it from the data perspective instead of just designing more sophisticated yet complicated models and propose User Behavior Retrieval for CTR prediction (UBR4CTR) framework. In UBR4CTR, the most relevant and appropriate user behaviors will be firstly retrieved from the entire user history sequence using a learnable search method. These retrieved behaviors are then fed into a deep model to make the final prediction instead of simply using the most recent ones. It is highly feasible to deploy UBR4CTR into industrial model pipeline with low cost. Experiments on three real-world large-scale datasets demonstrate the superiority and efficacy of our proposed framework and models.",1
TRANSE,337,ITEMKNN;BPRMF;FM;COFM;MFPP;PITF;TRANSE,https://mural.maynoothuniversity.ie/15635/1/GP_transfer.pdf,Transfer Learning for Item Recommendations and Knowledge Graph Completion in Item Related Domains via a Co-Factorization Model,2018.0,"With the popularity of Knowledge Graphs (KGs) in recent years, there have been many studies that leverage the abundant background knowledge available in KGs for the task of item recommendations. However, little attention has been paid to the incompleteness of KGs when leveraging knowledge from them. In addition, previous studies have mainly focused on exploiting knowledge from a KG for item recommendations, and it is unclear whether we can exploit the knowledge in the other way, i.e, whether user-item interaction histories can be used for improving the performance of completing the KG with regard to the domain of items. In this paper, we investigate the effect of knowledge transfer between two tasks: (1) item recommendations, and (2) KG completion, via a co-factorization model (CoFM) which can be seen as a transfer learning model. We evaluate CoFM by comparing it to three competitive baseline methods for each task. Results indicate that considering the incompleteness of a KG outperforms a state-of-the-art factorization method leveraging existing knowledge from the KG, and performs better than other baselines. In addition, the results show that exploiting user-item interaction histories also improves the performance of completing the KG with regard to the domain of items, which has not been investigated before.",1
PGPR,338,BPR;BPRHFT;VBPR;TRANSREC;DEEPCONN;CKE;JRL;PGPR,https://arxiv.org/pdf/1906.05237,Reinforcement Knowledge Graph Reasoning for Explainable Recommendation,2019.0,"Recent advances in personalized recommendation have sparked great interest in the exploitation of rich structured information provided by knowledge graphs. Unlike most existing approaches that only focus on leveraging knowledge graphs for more accurate recommendation, we aim to conduct explicit reasoning with knowledge for decision making so that the recommendations are generated and supported by an interpretable causal inference procedure. To this end, we propose a method called Policy-Guided Path Reasoning (PGPR), which couples recommendation and interpretability by providing actual paths in a knowledge graph. Our contributions include four aspects. We first highlight the significance of incorporating knowledge graphs into recommendation to formally define and interpret the reasoning process. Second, we propose a reinforcement learning (RL) approach featured by an innovative soft reward strategy, user-conditional action pruning and a multi-hop scoring function. Third, we design a policy-guided graph search algorithm to efficiently and effectively sample reasoning paths for recommendation. Finally, we extensively evaluate our method on several large-scale real-world benchmark datasets, obtaining favorable results compared with state-of-the-art methods.",1
AMASR,339,MFBPR;CML;NEUMF;FISM;CMN;PRME;TRANSREC;CASER;MDR;MASS;MASR;AMDR;AMASS;AMASR;MASR;AMASR,https://dl.acm.org/doi/pdf/10.1145/3331184.3331234,Adversarial Mahalanobis Distance-based Attentive Song Recommender for Automatic Playlist Continuation,2019.0,"In this paper, we aim to solve the automatic playlist continuation (APC) problem by modeling complex interactions among users, playlists, and songs using only their interaction data. Prior methods mainly rely on dot product to account for similarities, which is not ideal as dot product is not metric learning, so it does not convey the important inequality property. Based on this observation, we propose three novel deep learning approaches that utilize Mahalanobis distance. Our first approach uses user-playlist-song interactions, and combines Mahalanobis distance scores between (i) a target user and a target song, and (ii) between a target playlist and the target song to account for both the user's preference and the playlist's theme. Our second approach measures song-song similarities by considering Mahalanobis distance scores between the target song and each member song (i.e., existing song) in the target playlist. The contribution of each distance score is measured by our proposed memory metric-based attention mechanism. In the third approach, we fuse the two previous models into a unified model to further enhance their performance. In addition, we adopt and customize Adversarial Personalized Ranking (APR) for our three approaches to further improve their robustness and predictive capabilities. Through extensive experiments, we show that our proposed models outperform eight state-of-the-art models in two large-scale real-world datasets.",1
SLIST,340,SR;SKNN;STAN;SEASE;GRU4REC;NARM;STAMP;SRGNN;SLIS;SLIT;SLIST,https://arxiv.org/pdf/2103.16104,Session-aware Linear Item-Item Models for Session-based Recommendation,2021.0,"Session-based recommendation aims at predicting the next item given a sequence of previous items consumed in the session, e.g., on e-commerce or multimedia streaming services. Specifically, session data exhibits some unique characteristics, i.e., session consistency and sequential dependency over items within the session, repeated item consumption, and session timeliness. In this paper, we propose simple-yet-effective linear models for considering the holistic aspects of the sessions. The comprehensive nature of our models helps improve the quality of session-based recommendation. More importantly, it provides a generalized framework for reflecting different perspectives of session data. Furthermore, since our models can be solved by closed-form solutions, they are highly scalable. Experimental results demonstrate that the proposed linear models show competitive or state-of-the-art performance in various metrics on several real-world datasets.",1
GNN,341,,,,,,0
MARANK,342,BPRMF;GRU4REC;NARM;GRU4REC;NARM;ACF;CASER;TRANREC;FPMC;MARANK,https://ojs.aaai.org/index.php/AAAI/article/view/4516/4394,Multi-Order Attentive Ranking Model for Sequential Recommendation,2019.0,"In modern e-commerce, the temporal order behind users’ transactions implies the importance of exploiting the transition dependency among items for better inferring what a user prefers to interact in “near future”. The types of interaction among items are usually divided into individual-level interaction that can stand out the transition order between a pair of items, or union-level relation between a set of items and single one. However, most of existing work only captures one of them from a single view, especially on modeling the individual-level interaction. In this paper, we propose a Multi-order Attentive Ranking Model (MARank) to unify both individual- and union-level item interaction into preference inference model from multiple views. The idea is to represent user’s short-term preference by embedding user himself and a set of present items into multi-order features from intermedia hidden status of a deep neural network. With the help of attention mechanism, we can obtain a unified embedding to keep the individual-level interactions with a linear combination of mapped items’ features. Then, we feed the aggregated embedding to a designed residual neural network to capture union-level interaction. Thorough experiments are conducted to show the features of MARank under various component settings. Furthermore experimental results on several public datasets show that MARank significantly outperforms the state-of-the-art baselines on different evaluation metrics. The source code can be found at https://github.com/voladorlu/MARank.",1
PPOP,343,,,,,,0
TRANSIV,344,WMF;BPR;SBPR;SPF;EXPOMF;TRANSIV,http://yongfeng.me/attach/cikm17-lin.pdf,Learning and Transferring Social and Item Visibilities for Personalized Recommendation,2017.0,"User feedback in the form of movie-watching history, item ratings, or product consumption is very helpful in training recommender systems. However, relatively few interactions between items and users can be observed. Instances of missing user--item entries are caused by the user not seeing the item (although the actual preference to the item could still be positive) or the user seeing the item but not liking it. Separating these two cases enables missing interactions to be modeled with finer granularity, and thus reflects user preferences more accurately. However, most previous studies on the modeling of missing instances have not fully considered the case where the user has not seen the item. Social connections are known to be helpful for modeling users' potential preferences more extensively, although a similar visibility problem exists in accurately identifying social relationships. That is, when two users are unaware of each other's existence, they have no opportunity to connect. In this paper, we propose a novel user preference model for recommender systems that considers the visibility of both items and social relationships. Furthermore, the two kinds of information are coordinated in a unified model inspired by the idea of transfer learning. Extensive experiments have been conducted on three real-world datasets in comparison with five state-of-the-art approaches. The encouraging performance of the proposed system verifies the effectiveness of social knowledge transfer and the modeling of both item and social visibilities.",1
PRMEG,345,,,,,,0
GE,346,,,,,,0
HSTLSTM,347,,,,,,0
REGSVD,348,,,,,,0
PBRS,349,,,,,,0
ATEM,350,,,,,,0
LOGMF,351,,,,,,0
SVDFEATURE,352,,,,,,0
ARNN,353,,,,,,0
LSTPM,354,,,,,,0
ATTREC,355,,,,,,0
AR,356,,,,,,0
SR,357,,,,,,0
TCN,358,,,,,,0
CARNN,359,,,,,,0
MP2VEC,360,,,,,,0
LFM,361,,,,,,0
SRNN,362,,,,,,0
LISTRANK,363,,,,,,0
GEOSAN,364,,,,,,0
DQN,365,,,,,,0
DDPG,366,,,,,,0
COSREC,367,,,,,,0
FPMCLR,368,,,,,,0
SSRM,369,,,,,,0
PACE,370,,,,,,0
MCN,371,,,,,,0
BSEQ,372,,,,,,0
TRIPLE2VEC,373,,,,,,0
BEACON,374,POP;MC;MCN;DREAM;BSEQ;TRIPLE2VEC;BEACON,https://eprints.uet.vnu.edu.vn/eprints/id/eprint/3707/1/0389.pdf,Correlation-Sensitive Next-Basket Recommendation,2019,"Items adopted by a user over time are indicative of the underlying preferences. We are concerned with learning such preferences from observed sequences of adoptions for recommendation. As multiple items are commonly adopted concurrently, e.g., a basket of grocery items or a sitting of media consumption, we deal with a sequence of baskets as input, and seek to recommend the next basket. Intuitively, a basket tends to contain groups of related items that support particular needs. Instead of recommending items independently for the next basket, we hypothesize that incorporating information on pairwise correlations among items would help to arrive at more coherent basket recommendations. Towards this objective, we develop a hierarchical network architecture codenamed Beacon to model basket sequences. Each basket is encoded taking into account the relative importance of items and correlations among item pairs. This encoding is utilized to infer sequential associations along the basket sequence. Extensive experiments on three public real-life datasets showcase the effectiveness of our approach for the next-basket recommendation problem.",1
